listing_id,high,medium,low
7170325,0.5202306461466223,0.30551572617022915,0.1742536276831486
7092344,0.26197585153935815,0.3550988502439416,0.3829252982167003
7158677,0.25704963138232695,0.35232016954478534,0.39063019907288765
7211212,0.25261402104097974,0.39138064586350074,0.35600533309551946
7225292,0.3360544554033762,0.3321919050446787,0.3317536395519451
7226687,0.20718043891772742,0.31336142365229747,0.47945813742997506
7126989,0.03846156804736004,0.1923078402368002,0.7692305917158399
7114138,0.649303456752991,0.242646777040669,0.10804976620634003
7131094,0.4178497415216196,0.3012990338803303,0.28085122459805006
7224815,0.03846156804736004,0.1923078402368002,0.7692305917158399
7107333,0.3161148967062626,0.3565343619721826,0.3273507413215548
7088993,0.2377073735787326,0.37365401725210384,0.3886386091691635
7216312,0.4226970674079481,0.2974319153602528,0.279871017231799
7140668,0.332105362102197,0.40050467102757137,0.26738996687023153
7141160,0.13992656367302753,0.25627746934313206,0.6037959669838404
7753784,0.23246564547144535,0.3638105553919554,0.4037237991365993
7140840,0.19643901663105112,0.3117671378426676,0.4917938455262813
7172046,0.17958701044964012,0.30361386415127006,0.5167991253990898
7168225,0.22063808507844473,0.3490202185918889,0.43034169632966646
7213185,0.42187896011682857,0.29708186614309307,0.2810391737400783
7206465,0.43132509571302446,0.2846655469370795,0.28400935734989596
7134612,0.2593314776989424,0.2611038768705116,0.479564645430546
7156935,0.15725523190901172,0.28513024087347116,0.557614527217517
7096161,0.20067658307254835,0.31914503464946303,0.4801783822779886
7131812,0.3327760118272352,0.34766283527448816,0.3195611528982767
7185840,0.3346600257589292,0.28970918292837555,0.37563079131269517
7114220,0.26838912345533433,0.2806854005492239,0.45092547599544164
7231209,0.21308469311564235,0.3373571540697161,0.44955815281464157
7229242,0.40075967329962797,0.2939154486294232,0.3053248780709488
7089887,0.24769280219595843,0.3051714685184061,0.4471357292856355
7217009,0.3114389023222443,0.2998005649696924,0.3887605327080634
7167986,0.1313722496368919,0.20451089944747158,0.6641168509156367
7126940,0.22654409595665914,0.2400274804677881,0.5334284235755526
7159596,0.2791043705229464,0.41466734853457854,0.306228280942475
7111210,0.5680295137716451,0.2840004859714185,0.14797000025693624
7152345,0.4912009741009213,0.32120820529191374,0.1875908206071649
7204899,0.2931279435307147,0.366752232585024,0.34011982388426126
7230245,0.03846156804736004,0.1923078402368002,0.7692305917158399
7211226,0.2439831361865964,0.38334758617257025,0.3726692776408333
7195563,0.1960213433139501,0.31269981684794096,0.49127883983810894
7181313,0.5202306461466223,0.30551572617022915,0.1742536276831486
7206858,0.1951739105991703,0.31197538407043773,0.49285070533039205
7126878,0.3192926455742288,0.4061899015821066,0.2745174528436646
7174518,0.28997755223896127,0.36820376804716376,0.34181867971387503
7209804,0.2673903035963431,0.4019369428314737,0.3306727535721832
7119598,0.1790352773585344,0.30484868535611204,0.5161160372853535
7133917,0.30269565091751,0.3019818081141968,0.3953225409682932
7174224,0.18678097312965056,0.30826191138648895,0.5049571154838605
